Name,Typ,DurchsatzProStunde,Werkstoff,Werkzeuge,Bearbeitungsart
Maschine 3953,Laserschneidmaschine,2692,"Stein,Kunststoff",Heizelement,"Fräsen,Schneiden,Bohren"
Maschine 3954,Roboterarm,9902,"Beton,Glas",Lackierpistole,"3D-Drucken,Biegen"
Maschine 3955,Drehmaschine,4413,"Kunststoff,Holz","Walzfräser,Prismenfräser,Bohrer",Drehen
Maschine 3956,Presse,8652,Metall,Messer,Pressen
Maschine 3957,Wasserstrahlschneidmaschine,689,"Beton,Holz,Kunststoff",Wasserstrahl,Schneiden
Maschine 3958,Lackiermaschine,724,Verbundwerkstoff,Lackierpistole,Lackieren
Maschine 3959,Drehmaschine,9374,Metall,"Walzfräser,Messer,Bohrer",Drehen
Maschine 3960,Drehmaschine,534,Kunststoff,Walzfräser,Drehen
Maschine 3961,Lackiermaschine,3057,"Stein,Holz,Glas",Lackierpistole,Lackieren
Maschine 3962,Druckmaschine,6100,"Textil,Holz","Heizelement,Laser",Drucken
Maschine 3963,Lackiermaschine,84,"Metall,Holz",Lackierpistole,Lackieren
Maschine 3964,Drehmaschine,3916,Stein,Messer,Drehen
Maschine 3965,Laserschneidmaschine,6903,Holz,Laser,"Schneiden,Stanzen,Bohren"
Maschine 3966,FTS,5300,"Glas,Keramik,Verbundwerkstoff",Greifer,Transportieren
Maschine 3967,Spritzgussmaschine,4966,Metall,Duese,Giessen
Maschine 3968,Spritzgussmaschine,6248,Metall,Duese,Giessen
Maschine 3969,3D-Drucker,6419,Metall,Greifer,3D-Drucken
Maschine 3970,Spritzgussmaschine,2261,Metall,Duese,Giessen
Maschine 3971,FTS,7794,Metall,Greifer,Transportieren
Maschine 3972,CNC-Fräse,692,"Metall,Kunststoff","Walzfräser,Prismenfräser",Drehen
Maschine 3973,Spritzgussmaschine,945,Metall,Duese,Giessen
Maschine 3974,Drehmaschine,8936,"Metall,Stein,Kunststoff","Walzfräser,Prismenfräser,Bohrer",Drehen
Maschine 3975,Laserschneidmaschine,2553,"Verbundwerkstoff,Kunststoff",Laser,Fräsen
Maschine 3976,Roboterarm,2031,Kunststoff,"Greifer,Schleifpapier",Transportieren
Maschine 3977,Laserschneidmaschine,4380,"Metall,Holz",Laser,Fräsen
Maschine 3978,Lackiermaschine,17,Stein,Lackierpistole,Lackieren
Maschine 3979,FTS,8857,Textil,Greifer,Transportieren
Maschine 3980,Druckmaschine,3405,"Papier,Textil","Heizelement,Tintenstrahl,Laser",Lackieren
Maschine 3981,Verpackungsmaschine,9174,Kunststoff,Foerderband,Transportieren
Maschine 3982,3D-Drucker,5115,Metall,Duese,3D-Drucken
Maschine 3983,Druckmaschine,9352,"Holz,Keramik","Heizelement,Laser",Drucken
Maschine 3984,Presse,8497,"Holz,Metall",Messer,Pressen
Maschine 3985,Spritzgussmaschine,4741,Metall,Duese,Giessen
Maschine 3986,Druckmaschine,9234,Papier,"Lackierpistole,Tintenstrahl,Heizelement",Drucken
Maschine 3987,Spritzgussmaschine,7330,Metall,Duese,Giessen
Maschine 3988,Lackiermaschine,6048,Verbundwerkstoff,Lackierpistole,Lackieren
Maschine 3989,Spritzgussmaschine,4987,Metall,Duese,Giessen
Maschine 3990,Wasserstrahlschneidmaschine,4996,"Glas,Kunststoff,Verbundwerkstoff",Wasserstrahl,Schneiden
Maschine 3991,Schleifmaschine,2286,"Holz,Metall,Kunststoff",Schleifpapier,Schleifen
Maschine 3992,Druckmaschine,691,"Papier,Textil","Laser,Heizelement",Drucken
Maschine 3993,Verpackungsmaschine,9010,Kunststoff,Foerderband,Biegen
Maschine 3994,Wasserstrahlschneidmaschine,1453,Stein,Wasserstrahl,Schneiden
Maschine 3995,Verpackungsmaschine,6826,Kunststoff,Foerderband,Biegen
Maschine 3996,Druckmaschine,4811,"Holz,Textil","Tintenstrahl,Lackierpistole,Heizelement",Lackieren
Maschine 3997,CNC-Fräse,2662,"Kunststoff,Holz","Prismenfräser,Walzfräser",Drehen
Maschine 3998,Verpackungsmaschine,9694,Papier,Foerderband,Transportieren
Maschine 3999,Laserschneidmaschine,5894,"Verbundwerkstoff,Metall,Stein",Heizelement,"Stanzen,Schneiden"
Maschine 4000,Spritzgussmaschine,7386,Metall,Duese,Giessen
Maschine 4001,Wasserstrahlschneidmaschine,4688,"Stein,Glas,Holz",Wasserstrahl,Schneiden
Maschine 4002,Wasserstrahlschneidmaschine,4987,"Verbundwerkstoff,Stein",Wasserstrahl,Schneiden
Maschine 4003,Spritzgussmaschine,5644,Metall,Duese,Giessen
Maschine 4004,FTS,264,"Papier,Gummi",Greifer,Transportieren
Maschine 4005,3D-Drucker,372,Kunststoff,Duese,3D-Drucken
Maschine 4006,CNC-Fräse,8952,Metall,"Bohrer,Prismenfräser",Drehen
Maschine 4007,CNC-Fräse,9302,Kunststoff,"Prismenfräser,Bohrer",Drehen
Maschine 4008,Spritzgussmaschine,1593,Metall,Duese,Giessen
Maschine 4009,Roboterarm,8334,"Keramik,Glas,Kunststoff","Wolframelektrode,Wasserstrahl","Transportieren,Drehen"
Maschine 4010,Laserschneidmaschine,4377,"Stein,Metall",Laser,"Schneiden,Bohren"
Maschine 4011,Presse,3374,Metall,Messer,Stanzen
Maschine 4012,FTS,1763,"Beton,Holz,Glas",Greifer,Transportieren
Maschine 4013,CNC-Fräse,3369,"Kunststoff,Metall","Prismenfräser,Bohrer,Walzfräser","Fräsen,Drehen"
Maschine 4014,Wasserstrahlschneidmaschine,7234,Beton,Wasserstrahl,Schneiden
Maschine 4015,Spritzgussmaschine,7557,Metall,Duese,Giessen
Maschine 4016,Roboterarm,8124,"Keramik,Holz,Textil","Lackierpistole,Schleifpapier,Greifer",Biegen
Maschine 4017,CNC-Fräse,8659,"Metall,Kunststoff","Prismenfräser,Bohrer,Walzfräser","Drehen,Schneiden,Drehen"
Maschine 4018,CNC-Fräse,2957,"Holz,Metall,Kunststoff","Prismenfräser,Walzfräser,Bohrer","Fräsen,Drehen"
Maschine 4019,Laserschneidmaschine,3349,"Holz,Metall,Kunststoff",Heizelement,"Schneiden,Fräsen"
Maschine 4020,Spritzgussmaschine,6089,Metall,Duese,Giessen
Maschine 4021,Druckmaschine,9539,"Textil,Keramik","Tintenstrahl,Laser",Drucken
Maschine 4022,FTS,4719,"Stein,Papier",Greifer,Transportieren
Maschine 4023,3D-Drucker,614,Kunststoff,Greifer,3D-Drucken
Maschine 4024,Schleifmaschine,486,Stein,Schleifpapier,Schleifen
Maschine 4025,CNC-Fräse,4357,"Holz,Metall","Walzfräser,Bohrer","Drehen,Schleifen,Schneiden"
Maschine 4026,Druckmaschine,9387,Textil,"Heizelement,Laser",Drucken
Maschine 4027,Druckmaschine,5965,"Textil,Papier","Heizelement,Tintenstrahl",Drucken
Maschine 4028,Lackiermaschine,8044,Kunststoff,Lackierpistole,Lackieren
Maschine 4029,Laserschneidmaschine,4113,"Glas,Verbundwerkstoff",Heizelement,"Stanzen,Bohren,Fräsen"
Maschine 4030,CNC-Fräse,3635,Metall,Prismenfräser,Schneiden
Maschine 4031,3D-Drucker,4627,Kunststoff,Greifer,3D-Drucken
Maschine 4032,CNC-Fräse,3115,"Holz,Stein,Kunststoff",Bohrer,"Drehen,Schneiden,Drehen"
Maschine 4033,Verpackungsmaschine,6613,Kunststoff,Foerderband,Biegen
Maschine 4034,Drehmaschine,9272,"Metall,Holz","Bohrer,Messer,Walzfräser",Drehen
Maschine 4035,Druckmaschine,824,"Textil,Holz,Papier","Heizelement,Lackierpistole,Laser",Drucken
Maschine 4036,CNC-Fräse,433,"Metall,Kunststoff,Stein","Walzfräser,Bohrer,Prismenfräser","Schleifen,Drehen"
Maschine 4037,Drehmaschine,245,"Metall,Kunststoff","Prismenfräser,Bohrer,Messer",Drehen
Maschine 4038,Roboterarm,4477,"Metall,Keramik,Beton",Bohrer,"Fräsen,3D-Drucken"
Maschine 4039,Druckmaschine,7446,"Textil,Holz","Heizelement,Lackierpistole",Lackieren
Maschine 4040,Verpackungsmaschine,7131,Papier,Foerderband,Biegen
Maschine 4041,Lackiermaschine,5438,Stein,Lackierpistole,Lackieren
Maschine 4042,Presse,9687,Metall,Messer,Stanzen
Maschine 4043,Wasserstrahlschneidmaschine,9338,Stein,Wasserstrahl,Schneiden
Maschine 4044,Schleifmaschine,3654,"Holz,Kunststoff",Schleifpapier,Schleifen
Maschine 4045,Drehmaschine,2658,"Kunststoff,Stein,Metall",Walzfräser,Drehen
Maschine 4046,Druckmaschine,8172,"Textil,Papier","Tintenstrahl,Lackierpistole",Drucken
Maschine 4047,CNC-Fräse,9036,"Metall,Stein,Kunststoff","Walzfräser,Bohrer","Drehen,Fräsen"
Maschine 4048,Verpackungsmaschine,9971,Papier,Foerderband,Biegen
Maschine 4049,3D-Drucker,2276,Kunststoff,Duese,3D-Drucken
Maschine 4050,Drehmaschine,5247,"Kunststoff,Metall,Holz","Bohrer,Messer,Prismenfräser",Drehen
Maschine 4051,Presse,2970,"Kunststoff,Holz,Metall",Messer,Stanzen
Maschine 4052,Wasserstrahlschneidmaschine,3379,Glas,Wasserstrahl,Schneiden
Maschine 4053,Druckmaschine,2158,"Holz,Keramik","Heizelement,Tintenstrahl",Lackieren
Maschine 4054,CNC-Fräse,801,"Stein,Kunststoff,Holz","Bohrer,Prismenfräser,Walzfräser","Schneiden,Drehen"
Maschine 4055,Laserschneidmaschine,1157,"Metall,Holz,Glas",Laser,Schneiden
Maschine 4056,Wasserstrahlschneidmaschine,9435,"Verbundwerkstoff,Kunststoff,Stein",Wasserstrahl,Schneiden
Maschine 4057,Druckmaschine,2969,Textil,Tintenstrahl,Drucken
Maschine 4058,Roboterarm,6254,"Gummi,Beton,Holz","Wolframelektrode,Bohrer,Wasserstrahl","Lackieren,Drehen,Biegen"
Maschine 4059,3D-Drucker,4665,Metall,Greifer,3D-Drucken
Maschine 4060,Presse,2053,Metall,Messer,Pressen
Maschine 4061,CNC-Fräse,5442,"Holz,Metall","Prismenfräser,Walzfräser,Bohrer","Drehen,Schneiden,Drehen"
Maschine 4062,Presse,4359,"Kunststoff,Metall",Messer,Pressen
Maschine 4063,CNC-Fräse,5062,"Stein,Metall","Walzfräser,Bohrer","Fräsen,Schneiden,Drehen"
Maschine 4064,Lackiermaschine,7407,Metall,Lackierpistole,Lackieren
Maschine 4065,Schleifmaschine,5177,Holz,Schleifpapier,Schleifen
Maschine 4066,Schleifmaschine,6768,"Kunststoff,Stein",Schleifpapier,Schleifen
Maschine 4067,Lackiermaschine,5766,Verbundwerkstoff,Lackierpistole,Lackieren
Maschine 4068,3D-Drucker,832,Metall,Greifer,3D-Drucken
Maschine 4069,Verpackungsmaschine,6712,Papier,Foerderband,Biegen
Maschine 4070,Spritzgussmaschine,2781,Metall,Duese,Giessen
Maschine 4071,3D-Drucker,6949,Metall,Greifer,3D-Drucken
Maschine 4072,Roboterarm,4997,"Holz,Textil","Elektrode,Wolframelektrode","Schneiden,Schleifen"
Maschine 4073,Presse,775,Kunststoff,Messer,Stanzen
Maschine 4074,Drehmaschine,4869,"Holz,Stein","Prismenfräser,Messer,Walzfräser",Drehen
Maschine 4075,Schleifmaschine,6796,"Kunststoff,Stein",Schleifpapier,Schleifen
Maschine 4076,Wasserstrahlschneidmaschine,2762,Glas,Wasserstrahl,Schneiden
Maschine 4077,Laserschneidmaschine,2433,"Metall,Stein,Holz",Laser,"Stanzen,Bohren,Schneiden"
Maschine 4078,Wasserstrahlschneidmaschine,8252,"Kunststoff,Glas",Wasserstrahl,Schneiden
Maschine 4079,Wasserstrahlschneidmaschine,4944,Verbundwerkstoff,Wasserstrahl,Schneiden
Maschine 4080,Wasserstrahlschneidmaschine,1596,"Beton,Glas,Verbundwerkstoff",Wasserstrahl,Schneiden
Maschine 4081,Drehmaschine,3611,"Holz,Stein,Metall","Bohrer,Prismenfräser,Messer",Drehen
Maschine 4082,Laserschneidmaschine,8347,"Stein,Glas",Heizelement,"Fräsen,Bohren"
Maschine 4083,Verpackungsmaschine,9975,Kunststoff,Foerderband,Transportieren
Maschine 4084,3D-Drucker,946,Kunststoff,Greifer,3D-Drucken
Maschine 4085,Roboterarm,1962,Metall,Messer,"Fräsen,Biegen"
Maschine 4086,FTS,8237,"Beton,Holz,Stein",Greifer,Transportieren
Maschine 4087,Lackiermaschine,6511,Glas,Lackierpistole,Lackieren
Maschine 4088,3D-Drucker,1704,Metall,Greifer,3D-Drucken
Maschine 4089,FTS,3498,"Textil,Papier,Holz",Greifer,Transportieren
Maschine 4090,3D-Drucker,1767,Kunststoff,Duese,3D-Drucken
Maschine 4091,Lackiermaschine,6573,"Holz,Stein",Lackierpistole,Lackieren
Maschine 4092,Lackiermaschine,1995,"Verbundwerkstoff,Kunststoff",Lackierpistole,Lackieren
Maschine 4093,3D-Drucker,6763,Metall,Duese,3D-Drucken
Maschine 4094,Schleifmaschine,8978,"Metall,Kunststoff,Holz",Schleifpapier,Schleifen
Maschine 4095,Wasserstrahlschneidmaschine,5802,"Metall,Beton",Wasserstrahl,Schneiden
Maschine 4096,Verpackungsmaschine,7381,Papier,Foerderband,Biegen
Maschine 4097,Druckmaschine,1870,"Papier,Holz,Textil","Heizelement,Lackierpistole,Laser",Lackieren
Maschine 4098,FTS,5721,"Beton,Metall,Textil",Greifer,Transportieren
Maschine 4099,Schleifmaschine,8109,"Kunststoff,Holz",Schleifpapier,Schleifen
Maschine 4100,Laserschneidmaschine,2179,"Kunststoff,Verbundwerkstoff,Stein",Heizelement,"Fräsen,Bohren"
Maschine 4101,CNC-Fräse,7723,"Kunststoff,Metall,Holz","Walzfräser,Bohrer",Schneiden
Maschine 4102,Wasserstrahlschneidmaschine,5264,"Beton,Keramik,Glas",Wasserstrahl,Schneiden
Maschine 4103,Laserschneidmaschine,8859,"Holz,Glas,Kunststoff",Laser,"Schneiden,Stanzen,Fräsen"
Maschine 4104,Druckmaschine,8730,"Holz,Keramik",Heizelement,Drucken
Maschine 4105,Roboterarm,5227,"Verbundwerkstoff,Glas,Metall","Greifer,Schleifpapier","Lackieren,Fräsen"
Maschine 4106,Verpackungsmaschine,3589,Kunststoff,Foerderband,Transportieren
Maschine 4107,FTS,6614,"Textil,Gummi",Greifer,Transportieren
Maschine 4108,Lackiermaschine,940,Holz,Lackierpistole,Lackieren
Maschine 4109,Verpackungsmaschine,1713,Papier,Foerderband,Biegen
Maschine 4110,Laserschneidmaschine,1506,"Metall,Verbundwerkstoff,Holz",Laser,Schneiden
Maschine 4111,Druckmaschine,4478,"Holz,Textil,Papier",Heizelement,Lackieren
Maschine 4112,Laserschneidmaschine,8301,Metall,Heizelement,"Fräsen,Stanzen"
Maschine 4113,FTS,3575,"Metall,Gummi",Greifer,Transportieren
Maschine 4114,Verpackungsmaschine,7210,Kunststoff,Foerderband,Biegen
Maschine 4115,Roboterarm,4723,"Kunststoff,Metall","Lackierpistole,Messer,Greifer","Schleifen,Schweißen,Fräsen"
Maschine 4116,Verpackungsmaschine,316,Papier,Foerderband,Transportieren
Maschine 4117,Schleifmaschine,1237,"Holz,Stein",Schleifpapier,Schleifen
Maschine 4118,Wasserstrahlschneidmaschine,9375,"Kunststoff,Stein,Beton",Wasserstrahl,Schneiden
Maschine 4119,FTS,8619,"Metall,Papier,Kunststoff",Greifer,Transportieren
Maschine 4120,Verpackungsmaschine,334,Kunststoff,Foerderband,Transportieren
Maschine 4121,Spritzgussmaschine,3292,Metall,Duese,Giessen
Maschine 4122,CNC-Fräse,827,"Metall,Kunststoff",Walzfräser,"Fräsen,Drehen,Drehen"
Maschine 4123,Verpackungsmaschine,4212,Papier,Foerderband,Transportieren
Maschine 4124,Presse,7052,"Kunststoff,Metall",Messer,Stanzen
Maschine 4125,Lackiermaschine,6346,"Stein,Verbundwerkstoff",Lackierpistole,Lackieren
Maschine 4126,FTS,1982,Holz,Greifer,Transportieren
Maschine 4127,Laserschneidmaschine,2268,"Glas,Kunststoff",Laser,"Fräsen,Schneiden,Stanzen"
Maschine 4128,Druckmaschine,2728,"Papier,Keramik","Heizelement,Laser",Drucken
Maschine 4129,Lackiermaschine,8481,"Stein,Verbundwerkstoff",Lackierpistole,Lackieren
Maschine 4130,Roboterarm,3824,"Beton,Holz,Keramik","Schleifpapier,Bohrer,Greifer","Fräsen,Lackieren,Schleifen"
Maschine 4131,Drehmaschine,9407,Kunststoff,"Prismenfräser,Messer,Walzfräser",Drehen
Maschine 4132,Roboterarm,2662,"Keramik,Glas,Gummi",Bohrer,"Drehen,Schweißen"
Maschine 4133,Presse,3408,"Metall,Holz",Messer,Stanzen
Maschine 4134,Wasserstrahlschneidmaschine,6039,"Metall,Beton",Wasserstrahl,Schneiden
Maschine 4135,CNC-Fräse,9781,Kunststoff,"Prismenfräser,Walzfräser",Schneiden
Maschine 4136,CNC-Fräse,4117,"Metall,Stein",Bohrer,Schneiden
Maschine 4137,Laserschneidmaschine,1181,"Glas,Stein,Metall",Heizelement,"Schneiden,Stanzen,Fräsen"
Maschine 4138,Wasserstrahlschneidmaschine,9892,Glas,Wasserstrahl,Schneiden
Maschine 4139,Drehmaschine,6607,Holz,"Prismenfräser,Walzfräser",Drehen
Maschine 4140,Roboterarm,6760,Beton,Wasserstrahl,"Bohren,Lackieren,3D-Drucken"
Maschine 4141,Laserschneidmaschine,2101,Stein,Heizelement,"Stanzen,Bohren,Fräsen"
Maschine 4142,CNC-Fräse,4172,Holz,"Walzfräser,Bohrer",Schneiden
Maschine 4143,Wasserstrahlschneidmaschine,4241,"Kunststoff,Verbundwerkstoff",Wasserstrahl,Schneiden
Maschine 4144,Verpackungsmaschine,9978,Papier,Foerderband,Biegen
Maschine 4145,Spritzgussmaschine,1234,Metall,Duese,Giessen
Maschine 4146,Schleifmaschine,2453,"Metall,Holz,Kunststoff",Schleifpapier,Schleifen
Maschine 4147,Drehmaschine,8691,"Holz,Stein",Walzfräser,Drehen
Maschine 4148,Drehmaschine,5617,Kunststoff,Walzfräser,Drehen
Maschine 4149,Laserschneidmaschine,8389,"Holz,Glas,Metall",Heizelement,Schneiden
Maschine 4150,Druckmaschine,9946,"Holz,Papier","Lackierpistole,Laser",Drucken
Maschine 4151,FTS,3893,"Glas,Kunststoff,Metall",Greifer,Transportieren
Maschine 4152,Presse,7666,Holz,Messer,Pressen
Maschine 4153,3D-Drucker,2981,Metall,Duese,3D-Drucken
Maschine 4154,Druckmaschine,7856,"Keramik,Holz,Papier","Tintenstrahl,Heizelement,Lackierpistole",Drucken
Maschine 4155,Laserschneidmaschine,6522,Stein,Laser,"Schneiden,Stanzen,Bohren"
Maschine 4156,Wasserstrahlschneidmaschine,4053,"Stein,Glas,Metall",Wasserstrahl,Schneiden
Maschine 4157,Spritzgussmaschine,7456,Metall,Duese,Giessen
Maschine 4158,Wasserstrahlschneidmaschine,932,Kunststoff,Wasserstrahl,Schneiden
Maschine 4159,Lackiermaschine,3879,Kunststoff,Lackierpistole,Lackieren
Maschine 4160,3D-Drucker,5847,Metall,Greifer,3D-Drucken
Maschine 4161,Drehmaschine,2624,Stein,"Messer,Bohrer,Prismenfräser",Drehen
Maschine 4162,Schleifmaschine,7701,"Stein,Kunststoff,Metall",Schleifpapier,Schleifen
Maschine 4163,3D-Drucker,6203,Metall,Greifer,3D-Drucken
Maschine 4164,Lackiermaschine,3087,"Metall,Holz",Lackierpistole,Lackieren
Maschine 4165,Schleifmaschine,7642,"Kunststoff,Stein,Holz",Schleifpapier,Schleifen
Maschine 4166,Presse,930,"Holz,Metall,Kunststoff",Messer,Stanzen
Maschine 4167,Druckmaschine,2338,"Papier,Holz","Laser,Lackierpistole",Drucken
Maschine 4168,Roboterarm,1505,"Beton,Glas,Kunststoff","Greifer,Messer,Schleifpapier",Schweißen
Maschine 4169,Wasserstrahlschneidmaschine,8943,Metall,Wasserstrahl,Schneiden
Maschine 4170,Spritzgussmaschine,1476,Metall,Duese,Giessen
Maschine 4171,Wasserstrahlschneidmaschine,1039,"Metall,Holz",Wasserstrahl,Schneiden
Maschine 4172,Wasserstrahlschneidmaschine,9950,"Metall,Verbundwerkstoff,Beton",Wasserstrahl,Schneiden
Maschine 4173,Verpackungsmaschine,9544,Kunststoff,Foerderband,Biegen
Maschine 4174,Presse,7582,"Metall,Kunststoff,Holz",Messer,Stanzen
Maschine 4175,Verpackungsmaschine,5153,Papier,Foerderband,Transportieren
Maschine 4176,FTS,1662,"Metall,Holz,Textil",Greifer,Transportieren
Maschine 4177,FTS,4660,"Gummi,Kunststoff,Holz",Greifer,Transportieren
Maschine 4178,Roboterarm,4153,Holz,"Wolframelektrode,Lackierpistole,Elektrode","Schneiden,Fräsen,Schweißen"
Maschine 4179,Laserschneidmaschine,4978,Kunststoff,Laser,"Stanzen,Bohren"
Maschine 4180,Wasserstrahlschneidmaschine,8388,"Kunststoff,Verbundwerkstoff",Wasserstrahl,Schneiden
Maschine 4181,Druckmaschine,5767,"Papier,Textil,Holz","Laser,Lackierpistole,Tintenstrahl",Drucken
Maschine 4182,Verpackungsmaschine,9822,Kunststoff,Foerderband,Transportieren
Maschine 4183,FTS,7357,"Gummi,Stein",Greifer,Transportieren
Maschine 4184,Wasserstrahlschneidmaschine,6715,"Beton,Metall,Stein",Wasserstrahl,Schneiden
Maschine 4185,Spritzgussmaschine,1006,Metall,Duese,Giessen
Maschine 4186,Laserschneidmaschine,3691,"Stein,Verbundwerkstoff,Kunststoff",Heizelement,"Schneiden,Bohren"
Maschine 4187,CNC-Fräse,3527,"Stein,Holz,Metall","Walzfräser,Prismenfräser,Bohrer","Drehen,Schneiden"
Maschine 4188,Presse,1082,Kunststoff,Messer,Pressen
Maschine 4189,Verpackungsmaschine,1167,Papier,Foerderband,Biegen
Maschine 4190,Wasserstrahlschneidmaschine,8659,"Kunststoff,Beton,Metall",Wasserstrahl,Schneiden
Maschine 4191,Schleifmaschine,1706,"Kunststoff,Stein,Holz",Schleifpapier,Schleifen
Maschine 4192,3D-Drucker,7046,Kunststoff,Duese,3D-Drucken
Maschine 4193,FTS,7830,"Stein,Holz",Greifer,Transportieren
Maschine 4194,CNC-Fräse,316,"Stein,Kunststoff,Metall","Prismenfräser,Walzfräser",Drehen
Maschine 4195,Drehmaschine,8331,"Kunststoff,Stein,Metall",Bohrer,Drehen
Maschine 4196,Wasserstrahlschneidmaschine,8652,Holz,Wasserstrahl,Schneiden
Maschine 4197,Wasserstrahlschneidmaschine,8896,"Keramik,Stein",Wasserstrahl,Schneiden
Maschine 4198,Wasserstrahlschneidmaschine,8515,"Verbundwerkstoff,Metall,Kunststoff",Wasserstrahl,Schneiden
Maschine 4199,Roboterarm,1779,"Textil,Keramik,Holz","Elektrode,Schleifpapier,Lackierpistole","3D-Drucken,Lackieren,Drehen"
Maschine 4200,Druckmaschine,9833,Holz,Tintenstrahl,Drucken
Maschine 4201,Presse,1336,Kunststoff,Messer,Pressen
Maschine 4202,Verpackungsmaschine,2161,Papier,Foerderband,Biegen
Maschine 4203,Laserschneidmaschine,26,"Stein,Kunststoff,Metall",Heizelement,"Schneiden,Bohren,Fräsen"
Maschine 4204,Laserschneidmaschine,7110,"Kunststoff,Stein",Heizelement,"Schneiden,Bohren,Fräsen"
Maschine 4205,Drehmaschine,7742,"Kunststoff,Metall","Walzfräser,Bohrer",Drehen
Maschine 4206,FTS,1218,"Kunststoff,Stein,Gummi",Greifer,Transportieren
Maschine 4207,3D-Drucker,6803,Metall,Duese,3D-Drucken
Maschine 4208,Schleifmaschine,4637,"Stein,Holz,Kunststoff",Schleifpapier,Schleifen
Maschine 4209,FTS,6509,"Beton,Papier",Greifer,Transportieren
Maschine 4210,Lackiermaschine,7410,"Stein,Holz,Glas",Lackierpistole,Lackieren
Maschine 4211,Druckmaschine,2017,"Papier,Holz","Laser,Tintenstrahl,Heizelement",Drucken
Maschine 4212,Druckmaschine,4441,"Holz,Textil,Papier","Laser,Lackierpistole,Heizelement",Drucken
Maschine 4213,3D-Drucker,2549,Metall,Duese,3D-Drucken
Maschine 4214,Verpackungsmaschine,8393,Kunststoff,Foerderband,Transportieren
Maschine 4215,Spritzgussmaschine,7665,Metall,Duese,Giessen
Maschine 4216,Druckmaschine,8419,Holz,"Heizelement,Laser",Drucken
Maschine 4217,Spritzgussmaschine,4423,Metall,Duese,Giessen
Maschine 4218,Druckmaschine,7266,Holz,"Heizelement,Laser",Drucken
Maschine 4219,Lackiermaschine,7098,"Stein,Verbundwerkstoff",Lackierpistole,Lackieren
Maschine 4220,Presse,1311,Holz,Messer,Stanzen
Maschine 4221,Druckmaschine,5346,"Papier,Textil,Keramik","Heizelement,Tintenstrahl,Laser",Drucken
Maschine 4222,Drehmaschine,6023,"Stein,Holz,Metall","Walzfräser,Bohrer,Messer",Drehen
Maschine 4223,CNC-Fräse,3873,"Stein,Holz,Kunststoff",Bohrer,"Schleifen,Fräsen"
Maschine 4224,Verpackungsmaschine,4069,Papier,Foerderband,Biegen
Maschine 4225,Lackiermaschine,1275,Verbundwerkstoff,Lackierpistole,Lackieren
Maschine 4226,Lackiermaschine,436,"Holz,Stein,Glas",Lackierpistole,Lackieren
Maschine 4227,3D-Drucker,4175,Kunststoff,Duese,3D-Drucken
Maschine 4228,Laserschneidmaschine,5894,Stein,Heizelement,Stanzen
Maschine 4229,Spritzgussmaschine,8498,Metall,Duese,Giessen
Maschine 4230,Lackiermaschine,5202,Stein,Lackierpistole,Lackieren
Maschine 4231,Druckmaschine,3873,"Textil,Keramik","Lackierpistole,Heizelement,Laser",Lackieren
Maschine 4232,Schleifmaschine,5235,"Metall,Stein,Kunststoff",Schleifpapier,Schleifen
Maschine 4233,Lackiermaschine,8094,"Glas,Holz",Lackierpistole,Lackieren
Maschine 4234,Presse,3830,Metall,Messer,Stanzen
Maschine 4235,3D-Drucker,8458,Metall,Greifer,3D-Drucken
Maschine 4236,Roboterarm,9287,"Keramik,Beton","Messer,Wasserstrahl","Fräsen,Bohren"
Maschine 4237,Druckmaschine,3094,Papier,"Tintenstrahl,Lackierpistole,Heizelement",Drucken
Maschine 4238,Drehmaschine,8391,Stein,"Walzfräser,Messer,Prismenfräser",Drehen
Maschine 4239,Roboterarm,5077,"Keramik,Kunststoff,Beton","Schleifpapier,Greifer,Messer","Lackieren,Drehen"
Maschine 4240,CNC-Fräse,4338,"Stein,Kunststoff,Holz","Bohrer,Prismenfräser","Schleifen,Drehen,Fräsen"
Maschine 4241,FTS,2514,Stein,Greifer,Transportieren
Maschine 4242,Spritzgussmaschine,2556,Metall,Duese,Giessen
Maschine 4243,CNC-Fräse,91,"Holz,Metall,Stein","Bohrer,Walzfräser,Prismenfräser",Schleifen
Maschine 4244,CNC-Fräse,6770,Stein,"Walzfräser,Prismenfräser,Bohrer","Fräsen,Schneiden,Schleifen"
Maschine 4245,Spritzgussmaschine,8665,Metall,Duese,Giessen
Maschine 4246,FTS,4580,Textil,Greifer,Transportieren
Maschine 4247,FTS,4973,Stein,Greifer,Transportieren
Maschine 4248,Presse,1028,"Holz,Kunststoff,Metall",Messer,Pressen
Maschine 4249,Presse,3833,"Metall,Holz",Messer,Stanzen
Maschine 4250,Roboterarm,9216,Glas,"Greifer,Elektrode,Bohrer",Schneiden
Maschine 4251,CNC-Fräse,7008,"Kunststoff,Metall,Holz",Prismenfräser,Schneiden
Maschine 4252,Verpackungsmaschine,6101,Kunststoff,Foerderband,Biegen
Maschine 4253,Laserschneidmaschine,3999,"Stein,Glas",Heizelement,"Schneiden,Bohren,Stanzen"
Maschine 4254,Presse,6827,Holz,Messer,Pressen
Maschine 4255,Verpackungsmaschine,7221,Kunststoff,Foerderband,Transportieren
Maschine 4256,Verpackungsmaschine,786,Kunststoff,Foerderband,Biegen
Maschine 4257,Verpackungsmaschine,841,Papier,Foerderband,Transportieren
